episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
140,1.0,0.09790455386897151,1.0446004781355445,131.710039258593,-30.0,0.5,0,0.0,False,True,0.42082898075298203,1,33.2752652951703,839.576,prepare,0.0,0
140,2.0,0.09788475794845218,1.0445381391241217,131.7375239750623,-30.0,0.5,0,5.001,False,True,0.4207308079107257,1,33.2752652951703,839.667,in_progress,0.0,0
140,3.0,0.09293833790109852,1.05813387775569,130.4306209032714,15.0,1.0,7,5.001,False,True,0.4609209957020766,1,33.2752652951703,839.736,in_progress,0.0,0
140,4.0,0.0776672623608871,1.078513834287786,130.04396411478936,0.0,0.5,4,5.001,False,True,0.5370922537249535,1,33.2752652951703,839.812,in_progress,0.0,0
140,5.0,0.046511604481524915,1.1040806957224718,131.76557788213398,-15.0,1.0,3,5.001,False,True,0.65697180274813,2,33.2752652951703,839.843,in_progress,0.0,0
140,6.0,0.03501059323220242,1.114474531204391,132.18830917409312,0.0,0.5,4,5.001,False,True,0.703345696182387,2,33.2752652951703,839.941,in_progress,0.0,0
140,7.0,-0.012110476268620982,1.155942860485063,133.83301387133932,-15.0,0.5,2,5.001,False,True,0.8908682616476329,2,33.2752652951703,839.977,in_progress,0.0,0
140,8.0,-0.02835221990333861,1.1712979050373002,134.1145703070312,-30.0,0.5,0,5.001,False,True,0.9578591804423365,2,33.2752652951703,840.064,in_progress,0.0,0
140,9.0,-0.054106806590574756,1.2167478366812454,131.01892597943566,0.0,0.5,4,5.001,False,True,1.1109015345301883,3,33.2752652951703,840.132,in_progress,0.0,0
140,10.0,-0.07425850633842587,1.250571086775387,129.37321141272724,0.0,0.5,4,5.001,False,True,1.2267913924898939,3,33.2752652951703,840.207,in_progress,0.0,0
140,11.0,-0.10897068255116632,1.2772510636469576,131.69702675031402,15.0,0.5,6,5.001,False,True,1.3565060828839213,3,33.2752652951703,840.244,in_progress,0.0,0
140,12.0,-0.12764726876230387,1.2888811573226935,133.19349759510848,0.0,0.5,4,5.001,False,True,1.4199475325843587,3,33.2752652951703,840.331,in_progress,0.0,0
140,13.0,-0.16659967965130862,1.3149972682369273,135.6399532591555,0.0,0.5,4,5.001,False,True,1.556434883447292,3,33.2752652951703,840.404,in_progress,0.0,0
140,14.0,-0.20177890457117773,1.3378759674735832,137.57333386681415,-30.0,1.0,1,5.001,False,True,1.6781139634881783,3,33.2752652951703,840.473,in_progress,0.0,0
140,15.0,-0.23033696096030679,1.3696678563888385,136.57305234770791,-30.0,0.5,0,5.001,False,True,1.806542070449622,4,33.2752652951703,840.544,in_progress,0.0,0
140,16.0,-0.25378432974246495,1.4102751121145163,133.50929022195155,-15.0,0.5,2,5.001,False,True,1.9445209268769696,4,33.2752652951703,840.581,in_progress,0.0,0
140,17.0,-0.26299596508383016,1.4283772111041257,132.09066700897748,-30.0,0.5,0,5.001,False,True,2.003547972526198,4,33.2752652951703,840.675,in_progress,0.0,0
140,18.0,-0.2877733862435051,1.4787113559926945,128.59123145292585,0.0,0.5,4,5.001,False,True,2.166004337052414,4,33.2752652951703,840.712,in_progress,0.0,0
140,19.0,-0.29842417159992074,1.4986355542973895,127.54727686029447,0.0,0.5,4,5.001,False,True,2.2320586446501833,4,33.2752652951703,840.813,in_progress,0.0,0
140,20.0,-0.3338268983719709,1.5379700675042702,128.47411688839003,0.0,0.5,4,5.001,False,True,2.39109304212805,4,33.2752652951703,840.849,in_progress,0.0,0
140,21.0,-0.3483410525814913,1.5534831182513111,128.90006126232012,-15.0,1.0,3,5.001,False,True,2.4549153068800367,4,33.2752652951703,840.941,in_progress,0.0,0
140,22.0,-0.38287398462042554,1.599550082461173,128.3595758745376,0.0,0.5,4,5.001,False,True,2.6273421718013195,4,33.2752652951703,840.981,in_progress,0.0,0
140,23.0,-0.39977904536244124,1.6233934354454134,127.96825617339972,0.0,0.5,4,5.001,False,True,2.714654228237962,5,33.2752652951703,841.078,in_progress,0.0,0
140,24.0,-0.44391953713629334,1.6758169935136864,128.58494639471667,0.0,0.5,4,5.001,False,True,2.92053699114353,5,33.2752652951703,841.112,in_progress,0.0,0
140,25.0,-0.45951669501197856,1.693890490151297,128.8244387397561,-30.0,1.0,1,5.001,False,True,2.9922738948893888,5,33.2752652951703,841.214,in_progress,0.0,0
140,26.0,-0.4905777606404471,1.75881508614557,125.12574997385974,15.0,1.0,7,5.001,False,True,3.2002222789470993,5,33.2752652951703,841.266,in_progress,0.0,0
140,27.0,-0.5055150547756706,1.7962633656514344,122.86480720618557,-15.0,1.0,3,5.001,False,True,3.3142050067214277,5,33.2752652951703,841.334,in_progress,0.0,0
140,28.0,-0.5354973312967243,1.8492439431370367,122.03030027160848,15.0,1.0,7,5.001,False,True,3.49311071854585,5,33.2752652951703,841.409,in_progress,0.0,0
140,29.0,-0.5729771520129587,1.911791664255777,121.69303657584783,30.0,1.0,9,5.001,False,True,3.7084774162762053,6,33.2752652951703,841.448,in_progress,0.0,0
140,30.0,-0.5929919018777827,1.9371899464272757,122.51618881519606,30.0,1.0,9,5.001,False,True,3.80549264664768,6,33.2752652951703,841.53,in_progress,0.0,0
140,31.0,-0.6608682693130324,1.9986380614364772,127.7481774499491,15.0,1.0,7,5.001,False,True,4.079079284128852,6,33.2752652951703,841.594,in_progress,0.0,0
140,32.0,-0.7136104194774556,2.037552043413074,131.76470528486777,15.0,1.0,7,5.001,False,True,4.27172885479502,6,33.2752652951703,841.67,in_progress,0.0,0
