episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
0,1.0,0.0977606061330634,1.0446762126485238,131.73630569424606,15.0,0.5,6,0.0,False,True,0.42128880951180353,1,33.2752652951703,5.439,prepare,0.0,0
0,2.0,0.0978847579485162,1.04453813912405,131.73752397506223,-30.0,0.5,0,5.001,False,True,0.42073080791072537,1,33.2752652951703,5.5120000000000005,in_progress,0.0,0
0,3.0,0.09463835541406296,1.0532605266455515,131.01142355565727,0.0,1.0,5,5.001,False,True,0.44666295283202023,1,33.2752652951703,5.577,in_progress,0.0,0
0,4.0,0.08488284202851099,1.0739706902734094,129.44488696915576,30.0,0.5,8,5.001,False,True,0.5123857782678184,1,33.2752652951703,5.641,in_progress,0.0,0
0,5.0,0.06063737288625666,1.0901987889430895,131.38518863379335,15.0,1.0,7,5.001,False,True,0.5975385787574906,2,33.2752652951703,5.711,in_progress,0.0,0
0,6.0,0.020539332301793056,1.105263309009087,136.20427699197018,15.0,0.5,6,5.001,False,True,0.7122458679188101,2,33.2752652951703,5.769,in_progress,0.0,0
0,7.0,-0.015065366627473042,1.1175252713628718,139.88314785191932,0.0,0.5,4,5.001,False,True,0.811626727710436,2,33.2752652951703,5.838,in_progress,0.0,0
0,8.0,-0.05201251720943778,1.1339677112164408,142.52120838404431,30.0,1.0,9,5.001,False,True,0.9230036016945032,2,33.2752652951703,5.896,in_progress,0.0,0
0,9.0,-0.08883221233118088,1.1476404352290177,145.5059138889324,15.0,1.0,7,5.001,False,True,1.0279773281243774,2,33.2752652951703,5.974,in_progress,0.0,0
0,10.0,-0.1461156726064468,1.1507580407607962,152.42949755011267,-30.0,1.0,1,5.001,False,True,1.1510175770483824,3,33.2752652951703,6.04,in_progress,0.0,0
0,11.0,-0.202998217757898,1.156810171729031,157.57059096880062,-30.0,0.5,0,5.001,False,True,1.279755512801654,3,33.2752652951703,6.099,in_progress,0.0,0
0,12.0,-0.25554922223231474,1.178664613992381,157.55260145334947,30.0,1.0,9,5.001,False,True,1.4285524702042027,3,33.2752652951703,6.179,in_progress,0.0,0
0,13.0,-0.3143232262440374,1.197383942069038,159.0511861409598,-15.0,0.5,2,5.001,False,True,1.5880944542025641,3,33.2752652951703,6.251,in_progress,0.0,0
0,14.0,-0.3726443801775122,1.2073566699416334,161.69370636005152,30.0,1.0,9,5.001,False,True,1.7271122083894197,3,33.2752652951703,6.311,in_progress,0.0,0
0,15.0,-0.42380910886530593,1.216312989012463,163.60931359968214,-30.0,0.5,0,5.001,False,True,1.8495364916117534,4,33.2752652951703,6.374,in_progress,0.0,0
0,16.0,-0.4741340677292628,1.2198339492783645,166.12773044378054,30.0,1.0,9,5.001,False,True,1.9580897192108382,4,33.2752652951703,6.437,in_progress,0.0,0
0,17.0,-0.524189023585342,1.227793004309833,167.09023495782094,15.0,0.5,6,5.001,False,True,2.0760574812016617,4,33.2752652951703,6.499,in_progress,0.0,0
0,18.0,-0.5731743977516298,1.2195637855878085,171.58287549499713,30.0,1.0,9,5.001,False,True,2.1555759299468775,4,33.2752652951703,6.571,in_progress,0.0,0
0,19.0,-0.6186420097543416,1.2031410340287174,176.97683494473796,0.0,0.5,4,4.002000000000001,False,True,2.209680488899318,4,33.2752652951703,6.646,in_progress,0.0,0
0,20.0,-0.6656702973616069,1.192165097195774,-179.15937324803804,15.0,0.5,6,4.002000000000001,False,False,2.276258145964733,4,33.2752652951703,6.703,in_progress,0.0,0
0,21.0,-0.7010170093714652,1.1840498503970183,-177.31291134455722,-30.0,0.5,0,4.002000000000001,False,False,2.328558601316336,4,33.2752652951703,6.774,in_progress,0.0,0
0,22.0,-0.743238401511961,1.1715512580610312,-174.82667709119323,-15.0,1.0,3,4.002000000000001,False,False,2.3847281570400636,4,33.2752652951703,6.84,in_progress,0.0,0
0,23.0,-0.7888488418601373,1.1759219046544613,-176.7680771981538,30.0,1.0,9,4.002000000000001,False,False,2.4855667880886565,4,33.2752652951703,6.906,in_progress,0.0,0
0,24.0,-0.8462650655135483,1.1879454107871308,179.6963582496975,30.0,1.0,9,4.002000000000001,False,False,2.627160743453875,4,33.2752652951703,6.972,in_progress,0.0,0
0,25.0,-0.9060365508642173,1.178392021691638,-178.23424410883905,-30.0,1.0,1,4.002000000000001,False,False,2.7249702787912446,5,33.2752652951703,7.041,in_progress,0.0,0
0,26.0,-0.9719316299294012,1.1648866402961402,-175.54109270595285,30.0,0.5,8,4.002000000000001,True,False,2.8261193638694064,5,33.2752652951703,7.113,off_track,0.0,0
1,1.0,-1.0101360488321942,2.285742094984767,131.56286776549265,-30.0,0.5,0,0.0,False,True,0.420980938458574,8,33.2752652951703,7.24,prepare,0.0,0
1,2.0,-1.0099816735555425,2.2857685667697827,131.52502632684767,15.0,0.5,6,5.001,False,True,0.4207329340821811,8,33.2752652951703,7.31,in_progress,0.0,0
1,3.0,-1.015269353341927,2.2903741691294637,131.7444800456576,30.0,0.5,8,5.001,False,True,0.4416298704666019,8,33.2752652951703,7.371,in_progress,0.0,0
1,4.0,-1.0342245225098436,2.2981222743417264,133.70154962634902,-15.0,1.0,3,5.001,False,True,0.4968270848453332,8,33.2752652951703,7.433,in_progress,0.0,0
1,5.0,-1.0635247242366086,2.311942923064087,136.5048804952909,15.0,1.0,7,5.001,False,True,0.5862975579880871,8,33.2752652951703,7.51,in_progress,0.0,0
1,6.0,-1.1019689084329396,2.3323861683148044,139.19921859869535,-30.0,0.5,0,5.001,False,True,0.7088859975711327,8,33.2752652951703,7.564,in_progress,0.0,0
1,7.0,-1.146322184920959,2.352437909920405,142.44278633548055,-15.0,1.0,3,5.001,False,True,0.8423663418331049,8,33.2752652951703,7.633,in_progress,0.0,0
1,8.0,-1.1878913747790905,2.387433109905914,141.92429401025365,-30.0,0.5,0,5.001,False,True,1.0038353259128754,8,33.2752652951703,7.704,in_progress,0.0,0
1,9.0,-1.2191517073808142,2.4280483307032084,138.99667526701478,15.0,0.5,6,5.001,False,True,1.1575011809055173,8,33.2752652951703,7.773,in_progress,0.0,0
1,10.0,-1.25807091031802,2.465368083031087,138.51148319498574,15.0,1.0,7,5.001,True,True,1.3190009943270409,9,33.2752652951703,7.841,crashed,0.0,0
2,1.0,-2.1229280557070522,3.5224562001955997,133.94990140429906,-30.0,1.0,1,0.0,False,True,0.4213025445866381,13,33.2752652951703,7.972,prepare,0.0,0
2,2.0,-2.1227501615072204,3.5223429554577694,133.95173519561808,0.0,1.0,5,5.001,False,True,0.42067267124943214,13,33.2752652951703,8.032,in_progress,0.0,0
2,3.0,-2.126611145591939,3.526016820923299,133.98358889392634,-15.0,0.5,2,5.001,False,True,0.43663410079912285,13,33.2752652951703,8.098,in_progress,0.0,0
2,4.0,-2.1374738442408563,3.538273079381561,133.81276590410397,-15.0,1.0,3,5.001,False,True,0.4851577973398913,13,33.2752652951703,8.173,in_progress,0.0,0
2,5.0,-2.1583233454213566,3.5676197259544606,132.46193395200572,0.0,0.5,4,5.001,False,True,0.5892609226651093,13,33.2752652951703,8.231,in_progress,0.0,0
2,6.0,-2.1819400738794696,3.5926134893604447,132.55135252880612,15.0,0.5,6,5.001,False,True,0.691643461318818,13,33.2752652951703,8.304,in_progress,0.0,0
2,7.0,-2.211409018177454,3.6147056132326116,134.1523402824133,-30.0,1.0,1,5.001,False,True,0.8022628176305822,13,33.2752652951703,8.363,in_progress,0.0,0
2,8.0,-2.2434618048514112,3.641489216540011,135.23535459554816,30.0,1.0,9,5.001,False,True,0.9277701745753861,14,33.2752652951703,8.428,in_progress,0.0,0
2,9.0,-2.2742227629608274,3.6693795671538147,135.6538947405823,-30.0,0.5,0,5.001,False,True,1.0523376247382519,14,33.2752652951703,8.502,in_progress,0.0,0
2,10.0,-2.3173168107383395,3.6954217195566943,138.3407754566038,0.0,0.5,4,5.001,False,True,1.20230139106767,14,33.2752652951703,8.57,in_progress,0.0,0
2,11.0,-2.353875703748561,3.724768223243847,138.8672141333388,30.0,0.5,8,5.001,False,True,1.334120728129802,14,33.2752652951703,8.634,in_progress,0.0,0
2,12.0,-2.390614481807655,3.7479789375876953,140.514884828314,-15.0,0.5,2,5.001,False,True,1.4639986068058288,14,33.2752652951703,8.699,in_progress,0.0,0
2,13.0,-2.4256692182077177,3.764190608662719,143.13920336406775,-30.0,0.5,0,5.001,False,True,1.5800294961099706,14,33.2752652951703,8.761,in_progress,0.0,0
2,14.0,-2.4544301490043363,3.789163349538988,142.4361261644476,0.0,0.5,4,5.001,False,True,1.6907512186580944,14,33.2752652951703,8.824,in_progress,0.0,0
2,15.0,-2.482216074688443,3.8169448495463665,141.1665955135507,-30.0,0.5,0,5.001,False,True,1.8025809981084107,15,33.2752652951703,8.897,in_progress,0.0,0
2,16.0,-2.5178434850038793,3.842468967718615,141.74563617763292,0.0,1.0,5,5.001,False,True,1.9325406315939986,15,33.2752652951703,8.966,in_progress,0.0,0
2,17.0,-2.5497280092489825,3.8635205045036867,142.49498462783086,0.0,0.5,4,5.001,False,True,2.046465024895229,15,33.2752652951703,9.027,in_progress,0.0,0
2,18.0,-2.5938878379529737,3.8865590947056514,144.50669873446435,15.0,0.5,6,5.001,False,True,2.196113089463564,15,33.2752652951703,9.101,in_progress,0.0,0
2,19.0,-2.6367230420868637,3.9048088272523622,146.8896765915053,15.0,0.5,6,5.001,False,True,2.2956986628382694,15,33.2752652951703,9.173,in_progress,0.0,0
2,20.0,-2.6801833169450293,3.91419473450416,150.62532197715376,30.0,1.0,9,5.001,False,True,2.4293181465980656,15,33.2752652951703,9.236,in_progress,0.0,0
2,21.0,-2.7276067143594354,3.9177941528930647,155.3955161385678,0.0,1.0,5,5.001,False,True,2.57091401447041,15,33.2752652951703,9.301,in_progress,0.0,0
2,22.0,-2.7828073154964716,3.9266669149831013,158.83398321880028,-15.0,0.5,2,5.001,False,True,2.7386978809063405,16,33.2752652951703,9.376,in_progress,0.0,0
2,23.0,-2.8359667728498663,3.9494736962988246,158.3656630199748,-30.0,1.0,1,5.001,False,True,2.909313456340004,16,33.2752652951703,9.436,in_progress,0.0,0
2,24.0,-2.882560947217663,3.978371810992709,156.15124664751139,30.0,0.5,8,5.001,False,True,3.064501431807848,16,33.2752652951703,9.507,in_progress,0.0,0
2,25.0,-2.9358448418820546,4.019549724832392,152.4643865179889,-30.0,0.5,0,5.001,False,True,3.198181467448885,16,33.2752652951703,9.572,in_progress,0.0,0
2,26.0,-2.9767428869576684,4.049210855684204,150.7081591753547,0.0,1.0,5,5.001,False,True,3.326430008733816,16,33.2752652951703,9.641,in_progress,0.0,0
2,27.0,-3.0249929884524036,4.080290570637691,149.88956902041446,15.0,1.0,7,5.001,False,True,3.4769967947719,16,33.2752652951703,9.698,in_progress,0.0,0
2,28.0,-3.0768491376888,4.102161884415576,151.48959193076377,-15.0,0.5,2,5.001,False,True,3.636646548675973,17,33.2752652951703,9.768,in_progress,0.0,0
2,29.0,-3.131117032093758,4.125608625774786,152.74916518794964,0.0,0.5,4,5.001,False,True,3.803826397478044,17,33.2752652951703,9.836,in_progress,0.0,0
2,30.0,-3.1771980713295744,4.151880900748596,152.2383527135857,30.0,1.0,9,5.001,False,True,3.9469827935997404,17,33.2752652951703,9.905,in_progress,0.0,0
2,31.0,-3.234231749194796,4.173045761287784,154.11344435938085,30.0,1.0,9,5.001,False,True,4.053013010648835,17,33.2752652951703,9.968,in_progress,0.0,0
2,32.0,-3.2988162720592085,4.176919847967306,159.72370026380526,-15.0,1.0,3,5.001,False,True,4.139412715659432,17,33.2752652951703,10.037,in_progress,0.0,0
2,33.0,-3.3658033075414484,4.187230852827919,162.8456029060214,15.0,1.0,7,5.001,False,True,4.332557174338669,17,33.2752652951703,10.107,in_progress,0.0,0
2,34.0,-3.4332088206581792,4.205563786799771,163.34300883795296,0.0,0.5,4,5.001,False,True,4.52285401072019,18,33.2752652951703,10.167,in_progress,0.0,0
2,35.0,-3.494346102910074,4.2147225778124815,165.30422919488788,0.0,1.0,5,5.001,False,True,4.699260093399449,18,33.2752652951703,10.237,in_progress,0.0,0
2,36.0,-3.5573329587345346,4.224271246544486,166.78707047222844,30.0,0.5,8,5.001,False,True,4.880945483768892,18,33.2752652951703,10.304,in_progress,0.0,0
2,37.0,-3.618113622545495,4.22948206275722,168.7273711633591,30.0,0.5,8,5.001,False,True,4.961237320974157,18,33.2752652951703,10.376,in_progress,0.0,0
2,38.0,-3.6763869395143542,4.232142537299588,170.71771250357557,0.0,1.0,5,5.001,False,True,4.961237320974157,18,33.2752652951703,10.445,in_progress,0.0,0
2,39.0,-3.737877060735621,4.235632614661046,172.21841913022314,0.0,1.0,5,4.002000000000001,False,True,4.961237320974157,18,33.2752652951703,10.505,in_progress,0.0,0
2,40.0,-3.798531544260189,4.2416835367045564,172.7030236885917,15.0,1.0,7,4.002000000000001,False,False,4.961237320974157,18,33.2752652951703,10.571,in_progress,0.0,0
2,41.0,-3.8672631428529542,4.242813554986307,174.39792783233844,-15.0,1.0,3,4.002000000000001,False,False,5.081213286682685,18,33.2752652951703,10.639,in_progress,0.0,0
2,42.0,-3.9340247155927752,4.24138699961599,176.18912244096057,-15.0,1.0,3,4.002000000000001,False,False,5.240936106094979,18,33.2752652951703,10.705,in_progress,0.0,0
2,43.0,-4.000360080543909,4.252658042752955,174.6525324204945,15.0,1.0,7,4.002000000000001,False,False,5.375910432829967,18,33.2752652951703,10.764,in_progress,0.0,0
2,44.0,-4.0656178469442725,4.262563411932838,173.7575412328851,0.0,0.5,4,4.002000000000001,False,False,5.510903689030286,19,33.2752652951703,10.834,in_progress,0.0,0
2,45.0,-4.131211989006777,4.2629503234845725,175.26066156747254,30.0,1.0,9,4.002000000000001,True,False,5.664488781076427,19,33.2752652951703,10.894,off_track,0.0,0
3,1.0,-3.64428652846831,3.780617481462767,-141.5318470509105,15.0,1.0,7,0.0,False,True,0.42102153652218144,19,33.2752652951703,11.026,prepare,0.0,0
3,2.0,-3.6441836973561483,3.780642450480052,-141.5169877872142,-15.0,1.0,3,5.001,False,True,0.42073293408218526,19,33.2752652951703,11.093,in_progress,0.0,0
3,3.0,-3.647250409595721,3.7759372664282287,-140.99188730804315,15.0,1.0,7,5.001,False,True,0.43674649225724227,19,33.2752652951703,11.162,in_progress,0.0,0
3,4.0,-3.6576006207403235,3.760993645837506,-139.82648418131973,30.0,1.0,9,5.001,False,True,0.4890412648351966,19,33.2752652951703,11.236,in_progress,0.0,0
3,5.0,-3.6659984371145202,3.7260118104919258,-134.87233546519465,-15.0,0.5,2,5.001,False,True,0.5742166511339797,19,33.2752652951703,11.308,in_progress,0.0,0
3,6.0,-3.6762074302461984,3.6858178328033597,-129.83429088184076,30.0,1.0,9,5.001,False,True,0.6734000437756404,19,33.2752652951703,11.363,in_progress,0.0,0
3,7.0,-3.684030216221075,3.641571008448987,-124.36667303169986,-15.0,1.0,3,5.001,False,True,0.7745491917972303,19,33.2752652951703,11.431000000000001,in_progress,0.0,0
3,8.0,-3.690302326316005,3.5947281835431877,-119.38267799551016,-30.0,0.5,0,5.001,False,True,1.0458845360752311,19,33.2752652951703,11.502,in_progress,0.0,0
3,9.0,-3.708537954885946,3.548398225743096,-117.39696674043888,-30.0,0.5,0,5.001,False,True,1.195496149282066,19,33.2752652951703,11.565,in_progress,0.0,0
3,10.0,-3.7280380544959266,3.521062707191499,-118.50060964389267,30.0,1.0,9,5.001,False,True,1.2937664884523277,19,33.2752652951703,11.636,in_progress,0.0,0
3,11.0,-3.749046994249529,3.4839785160223276,-118.66515816043399,-15.0,1.0,3,5.001,False,True,1.420855018920328,20,33.2752652951703,11.7,in_progress,0.0,0
3,12.0,-3.768372950113993,3.444192134570225,-118.22822313634921,30.0,1.0,9,5.001,False,True,1.5535283831079187,20,33.2752652951703,11.764,in_progress,0.0,0
3,13.0,-3.786107057225885,3.397489011281033,-116.741428060196,-30.0,1.0,1,5.001,False,True,1.7036034720517068,20,33.2752652951703,11.837,in_progress,0.0,0
3,14.0,-3.7973675999302694,3.3391956643292686,-113.05682202672533,-30.0,0.5,0,5.001,False,True,1.946644000622702,20,33.2752652951703,11.9,in_progress,0.0,0
3,15.0,-3.818096719216814,3.2971720439085166,-113.61682655673386,15.0,0.5,6,5.001,False,True,2.08058520483205,20,33.2752652951703,11.972,in_progress,0.0,0
3,16.0,-3.839553147585062,3.2602090314486447,-114.77169924114473,0.0,0.5,4,5.001,False,True,2.199790940304874,20,33.2752652951703,12.033,in_progress,0.0,0
3,17.0,-3.853607352911884,3.2249449465955338,-114.27923094796037,15.0,0.5,6,5.001,False,True,2.3107428412074027,21,33.2752652951703,12.104,in_progress,0.0,0
3,18.0,-3.8602061388969515,3.186701035878301,-112.01837097474724,-30.0,0.5,0,5.001,False,True,2.4273322979522116,21,33.2752652951703,12.173,in_progress,0.0,0
3,19.0,-3.8717528899809084,3.153223653286288,-111.50162943583884,30.0,0.5,8,5.001,False,True,2.531886208811038,21,33.2752652951703,12.245,in_progress,0.0,0
3,20.0,-3.8888360910265747,3.11939418275247,-112.40957812849302,30.0,1.0,9,5.001,False,True,2.639881608546493,21,33.2752652951703,12.301,in_progress,0.0,0
